7859,174119
7859,727791
7859,797638
7859,982987
7859,1033991
7859,1205946
7859,1411181
7859,1542481
7859,1704611
7859,1735240
7859,1126972
7859,299856
7859,406997
24644,94751
24644,1157563
24644,247735
24644,524183
24644,768468
24644,786058
24644,190260
24644,1180778
24644,1586412
24644,1677014
32872,621759
32872,906450
32872,1332771
32872,311540
32872,50697
32872,1345358
32872,1449831
32872,1558279
32872,1689223
32872,1829205
38483,1488525
38483,1351102
38483,1012079
38483,1227443
38483,811775
38483,1376382
38483,143829
38483,1526937
38483,1756601
38483,1825867
50697,621759
50697,906450
50697,1332771
50697,311540
50697,32872
50697,1345358
50697,1449831
50697,1558279
50697,1689223
50697,1829205
56415,329204
56415,317578
56415,907104
56415,1180098
56415,1183389
56415,1550617
56415,1643971
56415,1864050
56415,146977
56415,398754
79188,198058
79188,335510
79188,433182
79188,1004839
79188,1082081
79188,1097854
79188,1140814
79188,1370604
79188,1704038
79188,531399
79188,806206
79188,1169100
79188,378661
79188,186930
79188,1771242
79188,1819837
79188,1923544
81184,109315
81184,262696
81184,287815
81184,613526
81184,1111029
81184,1070759
81184,377226
81184,1333858
81184,1801789
81184,1812975
81184,1862729
84309,174119
84309,727791
84309,797638
84309,982987
84309,1033991
84309,1205946
84309,1411181
84309,1542481
84309,1704611
84309,1735240
84309,1126972
84309,299856
84309,406997
94751,174418
94751,347005
94751,357094
94751,814742
94751,1098107
94751,1685938
94751,524183
94751,721376
94751,24644
94751,1045307
94751,233151
94751,1172960
94751,1215694
94751,1479000
94751,410920
109315,81184
109315,210668
109315,377226
109315,1070759
109315,1187268
109315,1754936
109315,1801789
109315,1812975
109315,1862729
112567,360031
112567,389399
112567,424397
112567,447882
112567,665620
112567,1208936
112567,1430555
112567,1647477
112567,1813892
112567,724447
116263,811775
116263,143829
116263,903674
116263,1012079
116263,1227443
116263,1376382
116263,1526937
116263,1543854
116263,1756601
116263,1825867
126530,360031
126530,389399
126530,424397
126530,447882
126530,665620
126530,1208936
126530,1430555
126530,1647477
126530,1813892
127533,204048
127533,229290
127533,230156
127533,263457
127533,602730
127533,699902
127533,936013
127533,1039611
127533,1233713
143829,273697
143829,1602368
143829,38483
143829,1012315
143829,423319
143829,602282
143829,383870
143829,1251624
143829,1371583
143829,1513592
143829,116263
143829,1694218
143829,1742934
146977,329204
146977,686901
146977,759885
146977,1294038
146977,1323482
146977,476890
146977,162654
146977,56415
146977,1002107
146977,1007643
146977,331465
146977,1307190
146977,398754
146977,1870081
162654,317578
162654,389399
162654,907104
162654,1180098
162654,1183389
162654,1550617
162654,1643971
162654,1864050
162654,1351102
162654,146977
174119,7859
174119,84309
174119,238320
174119,390348
174119,531988
174119,598056
174119,1625993
174119,1760388
174119,1845708
