1,306155,178949,418603,822833,548204,113595,186753_398805_691670_36822_89318_84252_12974_36261_30403_3973_12909_10364_1407_4758_3837_496_1695_1350_196_704_554_93_333_261_34_109_87_13_49_36_3_12_9_4_8_9_1_2_1
1,306155,286132,7,12,12,0,3_7_12
1,203631,22,14,40,0,0,10_14_40
1,306155,30,60,224,224,0,56_60_224
1,204720,32100,18,39,0,0,13_18_38_2_2_1
1,306155,953955,44,160,160,0,40_44_160
1,306155,685479,5,4,4,1,1_5_4
1,306155,119910,5,4,4,0,1_5_4
1,306155,76,46,168,168,0,42_46_168
1,154891,108,13,36,0,0,9_13_36
1,306155,109,70,264,264,0,66_70_264
1,361754,110,27,98,0,0,23_27_92_4_4_6
1,306155,147,6,8,8,0,2_6_8
1,24143,174,17,52,0,0,13_17_52
1,306155,177,8,16,16,0,4_8_16
1,306155,203,65,244,244,244,61_65_244
1,306155,204,16,48,48,0,12_16_48
1,306155,725783,13,36,36,36,9_13_36
1,306155,237,50,184,184,0,46_50_184
1,306155,240,29,100,100,0,25_29_100
1,82794,249,13,36,0,0,9_13_36
1,306155,266,75,284,284,0,71_75_284
1,306155,1315385,5,4,4,4,1_5_4
1,306155,290,23,76,76,0,19_23_76
1,306155,293,8,16,16,16,4_8_16
1,165687,321,38,136,0,0,34_38_136
1,252631,382,12,32,0,0,8_12_32
1,306155,848289,7,12,12,0,3_7_12
1,306155,897453,8,16,16,0,4_8_16
1,306155,453,6,8,8,8,2_6_8
1,306155,454,14,40,40,0,10_14_40
1,306155,483,17,52,52,0,13_17_52
1,306155,204727,29,100,100,0,25_29_100
1,133063,511,9,20,0,0,5_9_20
1,306155,517,9,20,20,0,5_9_20
1,306155,520,19,60,60,0,15_19_60
1,37620,560,8,16,0,0,8_8_16
1,306155,713,49,180,180,0,45_49_180
1,306155,1266357,5,4,4,3,1_5_4
1,306155,751,10,24,24,24,6_10_24
1,306155,1105549,17,52,52,0,13_17_52
1,306155,772,42,152,152,0,38_42_152
1,306155,129041,6,8,8,0,2_6_8
1,306155,858,14,40,40,0,10_14_40
1,306155,1558403,6,8,8,8,2_6_8
1,306155,864,9,20,20,0,5_9_20
1,306155,626455,13,36,36,0,9_13_36
1,306155,888,17,52,52,0,13_17_52
1,843667,896,20,64,0,0,16_20_64
1,191577,943,43,156,0,0,39_43_156
1,306155,966272,6,8,8,8,2_6_8
1,306155,195340,17,52,52,0,13_17_52
1,306155,958,44,160,160,0,40_44_160
1,306155,979,49,180,180,0,45_49_180
1,306155,431733,33,116,116,0,29_33_116
1,151592,1141,39,139,0,0,35_39_139
1,708903,1170,26,87,0,0,22_26_87
1,306155,1197,44,160,160,0,40_44_160
1,306155,1204,36,128,128,0,32_36_128
1,306155,1333270,5,4,4,3,1_5_4
1,268860,1256,10,24,0,0,6_10_24
1,306155,1265,10,24,24,24,6_10_24
1,306155,246657,10,24,24,0,6_10_24
1,306155,744277,7,12,2,1,3_5_9_2_4_3
1,47531,1312,17,52,0,0,13_17_52
1,306155,1316,5,4,4,0,1_5_4
1,306155,195481,6,8,8,0,2_6_8
1,306155,1396,20,64,64,0,16_20_64
1,306155,1413,13,36,36,0,9_13_36
1,293453,1429,5,10,0,0,5_5_10
1,306155,1482,5,4,4,4,1_5_4
1,306155,97656,9,20,20,0,5_9_20
1,306155,608856,5,4,4,0,1_5_4
1,306155,1585,7,12,12,12,3_7_12
1,306155,58230,47,172,172,0,43_47_172
1,306155,1668,20,64,64,0,16_20_64
1,306155,1686,13,36,36,36,9_13_36
1,245128,1710,5,4,4,4,1_5_4
1,73044,1744,17,52,0,0,13_17_52
1,306155,1773,5,4,4,4,1_5_4
1,306155,1783,6,8,8,2,2_6_8
1,306155,1791,60,224,224,0,56_60_224
1,306155,1193346,5,4,4,3,1_5_4
1,306155,1859,13,36,36,0,9_13_36
1,327079,1860,74,280,0,0,70_74_280
1,306155,1870,5,4,4,4,1_5_4
1,306155,1917,19,60,60,0,15_19_60
1,306155,1929,31,108,108,0,27_31_108
1,306155,1938,5,4,4,1,1_5_4
1,306155,1940,5,4,4,3,1_5_4
1,306155,1964,5,4,4,4,1_5_4
1,306155,287850,5,4,4,4,1_5_4
1,520924,1996,9,20,0,0,5_9_20
1,551426,2036,8,16,0,0,8_8_16
1,682125,2037,9,20,0,0,5_9_20
1,306155,2047,10,24,24,0,6_10_24
1,306155,480646,5,4,4,0,1_5_4
1,893303,2164,65,244,0,0,61_65_244
1,1220666,2192,35,124,0,0,31_35_124
1,306155,2278,13,36,36,0,9_13_36
1,306155,2394,9,23,1,1,4_8_16_3_4_6_1_2_1
1,306155,2402,27,92,92,0,23_27_92
1,306155,2405,51,188,188,0,47_51_188
1,306155,681216,18,56,56,0,14_18_56
1,306155,2428,8,16,16,0,4_8_16
1,306155,2491,9,20,20,0,5_9_20
1,306155,2514,30,104,104,0,26_30_104
1,306155,2520,13,36,36,0,9_13_36
1,48831,2549,10,24,0,0,6_10_24
1,306155,2555,29,100,100,0,25_29_100
1,306155,2573,5,4,4,0,1_5_4
1,306155,2582,10,24,24,0,6_10_24
1,306155,2592,15,44,44,44,11_15_44
1,306155,674592,5,4,4,2,1_5_4
1,306155,2638,33,116,116,0,29_33_116
1,66775,2654,32,112,0,0,28_32_112
1,306155,2667,10,21,1,1,5_9_20_1_2_1
1,238399,2669,5,10,0,0,5_5_10
1,337938,33563,29,86,0,0,20_29_79_4_5_7
1,306155,2703,9,8,8,6,2_9_8
1,286150,2745,21,68,0,0,17_21_68
1,306155,2764,47,172,172,0,43_47_172
1,306155,2799,15,41,1,1,9_13_36_4_5_4_1_2_1
1,306155,434797,10,24,24,0,6_10_24
1,230739,2827,12,38,0,0,8_12_32_4_4_6
1,306155,705150,9,20,20,0,5_9_20
1,855538,2901,5,10,0,0,5_5_10
1,457109,3022,13,36,0,0,9_13_36
1,306155,3075,5,4,4,3,1_5_4
1,306155,3078,19,60,60,60,15_19_60
1,427684,3099,9,20,0,0,5_9_20
1,306155,3116,52,192,192,0,48_52_192
1,209828,3123,5,10,0,0,5_5_10
1,306155,3135,66,248,248,0,62_66_248
1,306155,1711296,5,4,4,2,1_5_4
1,306155,3215,18,56,56,0,14_18_56
1,306155,7543,6,8,8,0,2_6_8
1,306155,3394,7,12,12,3,3_7_12
1,306155,3428,5,4,4,0,1_5_4
1,306155,417593,5,4,4,4,1_5_4
1,306155,3447,5,4,4,4,1_5_4
1,306155,742552,50,184,184,0,46_50_184
1,306155,3483,8,16,16,0,4_8_16
1,306155,1395181,49,180,180,0,45_49_180
1,306155,897861,5,4,4,4,1_5_4
1,306155,922624,5,4,4,4,1_5_4
1,306155,3588,48,176,176,0,44_48_176
1,306155,3589,38,136,136,0,34_38_136
1,306155,746964,5,4,4,4,1_5_4
1,306155,3643,9,20,20,0,5_9_20
1,397996,3680,8,16,0,0,8_8_16
1,306155,3716,5,4,4,0,1_5_4
1,306155,3729,20,64,64,0,16_20_64
1,306155,1114207,5,4,4,0,1_5_4
1,306155,3767,11,28,28,28,7_11_28
1,306155,172246,8,16,16,0,4_8_16
1,306155,3807,9,20,20,0,5_9_20
1,55682,3815,5,10,0,0,5_5_10
1,354178,3817,18,56,0,0,14_18_56
1,563028,3818,36,128,0,0,32_36_128
1,306155,1350408,5,4,4,4,1_5_4
1,306155,423382,5,4,4,4,1_5_4
1,306155,49932,6,8,8,8,2_6_8
1,306155,3871,38,136,136,0,34_38_136
1,350013,3874,12,32,0,0,8_12_32
1,306155,3887,7,12,12,0,3_7_12
1,306155,1493165,5,4,4,2,1_5_4
1,84455,3893,13,42,0,0,9_13_36_4_4_6
1,306155,294535,8,12,12,11,3_8_12
1,306155,52858,7,12,12,0,3_7_12
1,306155,26039,17,52,52,52,13_17_52
1,306155,4181,15,44,44,0,11_15_44
1,306155,604720,5,4,4,3,1_5_4
1,306155,4089,44,160,160,0,40_44_160
1,306155,4118,7,12,12,12,3_7_12
1,306155,4121,15,44,44,0,11_15_44
1,306155,832610,5,4,4,4,1_5_4
1,306155,4139,28,96,96,0,24_28_96
1,306155,489369,12,32,32,0,8_12_32
1,40131,4200,13,36,0,0,9_13_36
1,306155,4220,5,4,4,4,1_5_4
1,340306,4292,57,212,0,0,53_57_212
1,306155,4321,18,56,56,0,14_18_56
1,306155,873559,6,8,8,0,2_6_8
1,241954,4376,12,32,0,0,8_12_32
1,85169,4390,7,18,0,0,3_7_12_4_4_6
1,306155,4518,54,200,200,0,50_54_200
1,306155,311592,5,4,4,4,1_5_4
1,306155,4564,29,100,100,0,25_29_100
1,306155,4571,6,8,8,0,2_6_8
1,306155,4596,5,4,4,4,1_5_4
1,306155,474871,34,120,120,0,30_34_120
1,306155,4632,6,8,8,8,2_6_8
1,306155,4633,5,4,4,0,1_5_4
1,306155,4645,6,8,8,0,2_6_8
1,306155,236664,8,16,16,0,4_8_16
1,306155,4675,5,4,4,1,1_5_4
1,306155,4689,7,12,12,9,3_7_12
1,525611,4725,12,32,0,0,8_12_32
1,306155,4735,12,32,32,0,8_12_32
1,306155,4739,5,4,4,4,1_5_4
1,19511,4768,13,36,0,0,9_13_36
1,306155,4772,6,8,8,0,2_6_8
1,306155,4781,6,8,8,0,2_6_8
1,306155,56143,27,92,92,0,23_27_92
1,306155,4804,28,96,96,0,24_28_96
1,306155,4806,5,4,4,4,1_5_4
1,306155,4828,21,68,68,0,17_21_68
1,306155,4834,12,32,32,32,8_12_32
1,306155,1106544,5,4,4,4,1_5_4
1,306155,4890,55,204,204,0,51_55_204
1,306155,4912,57,212,212,0,53_57_212
1,306155,7097,5,4,4,0,1_5_4
1,306155,210789,21,68,68,0,17_21_68
1,306155,864610,5,4,4,4,1_5_4
1,306155,277189,6,8,8,0,2_6_8
1,306155,5015,39,140,140,0,35_39_140
1,306155,137906,23,76,76,0,19_23_76
1,306155,5056,55,204,204,0,51_55_204
1,62743,5069,19,60,0,0,15_19_60
1,171129,5072,13,36,0,0,9_13_36
1,306155,5077,5,4,4,4,1_5_4
1,306155,1254382,6,11,5,5,3_5_9_1_3_2
1,306155,5126,5,4,4,0,1_5_4
1,306155,5133,9,20,20,0,5_9_20
1,306155,5163,18,56,56,0,14_18_56
1,306155,5185,15,44,44,0,11_15_44
1,306155,5231,5,4,4,4,1_5_4
1,306155,5249,66,248,248,0,62_66_248
1,306155,5256,49,180,180,0,45_49_180
1,306155,14216,24,80,80,0,20_24_80
1,306155,5261,13,36,36,0,9_13_36
1,306155,5274,20,64,64,64,16_20_64
1,306155,5287,22,72,72,0,18_22_72
1,306155,5310,6,8,8,8,2_6_8
1,306155,5330,9,20,20,0,5_9_20
1,306155,5338,9,20,20,0,5_9_20
1,306155,5379,9,20,20,0,5_9_20
1,306155,117482,5,4,4,0,1_5_4
1,306155,5420,8,16,16,0,4_8_16
1,627987,5448,15,44,0,0,11_15_44
1,306155,5474,14,40,40,0,10_14_40
1,306155,1658999,5,4,4,0,1_5_4
1,306155,37646,12,22,5,3,4_12_16_4_5_6
1,306155,281630,11,28,28,0,7_11_28
1,909787,5536,8,22,0,0,4_8_16_4_4_6
1,306155,5568,8,16,16,0,4_8_16
1,306155,5595,11,25,1,1,5_9_20_4_5_4_1_2_1
1,306155,105732,8,16,16,0,4_8_16
1,306155,5644,53,196,196,0,49_53_196
1,306155,5687,17,52,52,0,13_17_52
1,306155,5703,12,32,32,32,8_12_32
1,306155,5730,58,216,216,0,54_58_216
1,306155,5742,5,4,4,4,1_5_4
1,306155,856016,5,4,4,4,1_5_4
1,306155,949647,6,8,8,0,2_6_8
1,306155,5785,10,21,1,0,5_9_20_1_2_1
1,306155,5844,45,164,164,0,41_45_164
1,306155,5860,6,8,8,0,2_6_8
1,306155,5975,11,28,28,0,7_11_28
1,272908,6012,61,228,0,0,57_61_228
1,306155,6045,35,124,124,0,31_35_124
1,306155,6116,5,4,4,0,1_5_4
1,151893,6288,19,60,0,0,15_19_60
1,306155,6297,7,12,12,3,3_7_12
1,306155,567003,11,28,28,0,7_11_28
1,306155,6346,6,8,8,2,2_6_8
1,306155,6358,14,40,40,0,10_14_40
1,306155,628218,7,12,12,12,3_7_12
1,306155,6399,13,36,36,36,9_13_36
1,306155,112831,18,56,56,0,14_18_56
1,306155,6431,5,4,4,0,1_5_4
1,306155,6475,56,208,208,0,52_56_208
1,306155,6484,5,4,4,0,1_5_4
1,306155,115271,5,4,4,4,1_5_4
1,215334,6530,63,236,0,0,59_63_236
1,306155,6540,5,4,4,0,1_5_4
1,306155,706044,5,4,4,0,1_5_4
1,320426,6590,20,64,0,0,16_20_64
1,306155,6596,5,4,4,4,1_5_4
1,306155,6608,27,92,92,0,23_27_92
1,306155,6643,13,36,36,36,9_13_36
1,306155,6648,69,260,260,0,65_69_260
1,306155,6666,27,92,92,0,23_27_92
1,306155,107256,17,52,52,0,13_17_52
1,306155,740857,9,20,20,0,5_9_20
1,306155,6789,22,72,72,0,18_22_72
1,358581,6801,7,18,0,0,3_7_12_4_4_6
1,306155,6806,13,36,36,0,9_13_36
1,306155,6949,36,128,128,0,32_36_128
1,306155,7006,53,196,196,0,49_53_196
1,366566,7088,18,56,0,0,14_18_56
1,34721,7089,18,56,0,0,14_18_56
1,306155,7144,10,24,24,24,6_10_24
1,306155,361926,11,28,28,0,7_11_28
1,362747,7195,14,40,0,0,10_14_40
1,218065,7215,43,156,0,0,39_43_156
1,306155,7221,23,76,76,0,19_23_76
1,306155,7231,16,48,48,48,12_16_48
1,306155,7256,24,80,80,0,20_24_80
1,306155,7262,46,168,168,0,42_46_168
1,306155,7266,5,4,4,0,1_5_4
1,285792,7272,33,116,0,0,29_33_116
1,306155,134938,6,8,8,8,2_6_8
1,306155,585807,16,48,48,0,12_16_48
1,306155,708399,9,20,20,0,5_9_20
1,306155,231951,19,60,60,60,15_19_60
1,306155,7367,24,80,80,0,20_24_80
1,306155,7446,17,52,52,0,13_17_52
1,306155,7452,35,124,124,0,31_35_124
1,306155,7473,8,16,16,0,4_8_16
1,306155,7488,11,28,28,7,7_11_28
1,306155,7577,13,36,36,36,9_13_36
1,60093,7676,11,28,0,0,7_11_28
1,306155,7688,5,4,4,1,1_5_4
1,306155,7721,12,32,32,0,8_12_32
1,306155,85947,5,4,4,4,1_5_4
1,306155,571486,12,32,32,0,8_12_32
1,306155,7839,6,8,8,0,2_6_8
1,306155,7865,28,93,1,0,22_26_88_4_5_4_1_2_1
1,306155,263806,47,172,172,0,43_47_172
1,306155,7874,5,4,4,0,1_5_4
1,306155,7999,10,15,12,12,3_7_12_1_4_3
1,306155,1534531,5,4,4,2,1_5_4
1,306155,8018,31,108,108,0,27_31_108
1,306155,8027,7,12,12,0,3_7_12
1,306155,8094,7,12,12,12,3_7_12
1,572811,8112,8,22,0,0,4_8_16_4_4_6
1,306155,8143,8,16,16,4,4_8_16
1,306155,8153,13,36,36,36,9_13_36
1,651098,8159,16,48,0,0,12_16_48
1,306155,380162,5,4,4,0,1_5_4
1,848900,8254,63,236,0,0,59_63_236
1,306155,8275,9,20,20,0,5_9_20
1,306155,8301,5,4,4,0,1_5_4
1,306155,8306,6,8,8,0,2_6_8
1,306155,8321,25,84,84,84,21_25_84
1,306155,8325,13,36,36,0,9_13_36
1,306155,8338,8,16,16,0,4_8_16
1,306155,1868948,5,4,4,3,1_5_4
1,306155,8435,29,100,100,0,25_29_100
1,306155,8443,10,24,24,0,6_10_24
1,306155,1774955,7,12,12,12,3_7_12
1,306155,1045227,28,96,96,0,24_28_96
1,306155,8649,8,16,16,16,4_8_16
1,306155,8658,21,68,68,0,17_21_68
1,204384,8684,60,224,0,0,56_60_224
1,306155,1187310,14,40,40,0,10_14_40
1,306155,61612,17,48,48,0,12_17_48
1,306155,8794,5,4,4,0,1_5_4
1,306155,8871,5,4,4,0,1_5_4
1,306155,8889,5,4,4,3,1_5_4
1,306155,8894,7,12,12,12,3_7_12
1,306155,26286,14,40,40,0,10_14_40
1,306155,8917,10,24,24,0,6_10_24
1,306155,8982,58,216,216,0,54_58_216
