62,1,0
24620,1,1
380332,1,1
640335,1,1
1232664,1,1
1580141,1,1
1707635,1,1
1796354,1,1
100,1,0
153014,1,1
390202,1,1
679440,1,0
1087213,1,1
1323519,1,1
1508032,1,1
1697822,1,1
125,1,0
531527,2,0
1014896,2,0
1016961,2,0
1112119,2,0
1144271,2,0
1383505,2,0
1774780,2,0
140,1,1
440279,1,0
526336,1,0
614360,1,1
681070,1,1
914009,1,0
957143,1,1
1406624,1,1
1459127,1,0
1510986,1,1
272,1,2
95824,1,3
110652,1,0
177297,1,0
368361,1,2
615756,1,3
737543,1,0
1030169,1,1
1058927,1,0
1517005,1,1
1546641,1,3
1559582,1,3
1792261,1,3
301,1,0
152217,1,1
162511,1,1
316032,1,1
769269,1,1
1162543,1,1
1417162,1,1
1542383,1,1
339,1,0
9822,1,1
337508,1,1
410483,4,2
1250026,1,1
1343107,1,1
1620379,1,1
1766829,1,1
342,2,1
16954,1,0
62061,1,0
68286,1,0
104090,1,0
165240,2,1
178676,1,0
196014,2,1
276044,1,0
339318,1,0
387508,1,0
416606,1,0
453948,1,0
460491,1,0
466473,2,1
493900,1,0
591715,1,0
645554,2,1
655879,2,0
721085,1,0
847713,2,0
869967,1,0
968307,1,0
1064763,1,0
1196067,1,0
1217501,1,0
1259382,1,0
1264618,2,1
1303225,1,0
1349260,1,0
1580136,2,1
1597719,1,0
1603138,1,0
1615562,1,0
1628925,1,0
1644421,1,2
1732325,1,0
1793380,1,0
1908831,1,0
1926040,1,0
369,2,0
40503,2,0
185104,1,0
186730,1,0
540887,1,0
609472,1,0
733505,1,0
844215,2,0
1128612,2,0
1377033,1,0
1386630,2,0
1463053,1,0
1465812,1,0
1501939,1,0
1508680,1,0
1583392,2,0
1624522,1,0
1628707,2,0
1850932,2,0
1882337,1,0
377,1,0
122206,2,1
592781,2,1
1183263,2,1
1216574,2,1
1660914,2,1
1737566,2,1
1855440,2,1
379,1,1
451611,1,2
754047,1,1
1077167,1,1
1143048,1,0
1313578,1,1
1519000,1,1
1586276,1,0
1599726,1,1
1836661,1,0
461,1,1
213801,1,0
420522,1,1
489150,1,0
1015565,1,1
1209867,1,0
1288559,1,1
1328310,1,1
1683538,1,1
477,1,0
22946,2,0
279513,2,0
346505,2,0
578488,2,0
820555,2,0
1593505,2,0
1920703,2,0
504,1,1
33194,1,0
56168,1,0
349511,1,0
398583,1,0
761769,1,0
774344,1,0
1067681,1,0
1193283,1,0
1487803,1,0
1578734,1,0
534,1,2
477910,1,0
736808,1,1
817357,1,2
880623,1,2
985156,1,2
1045120,1,1
1214907,1,1
1467625,1,0
1742214,1,1
552,1,0
254884,1,1
437221,1,1
439297,1,1
549941,3,2
651807,1,1
920240,1,1
1803820,1,1
555,1,0
218388,1,1
614309,1,1
872150,1,1
1120752,1,0
1255133,1,1
1596330,1,0
1690565,1,1
566,1,1
124852,1,0
318398,1,1
502129,1,1
555982,1,1
656647,1,1
996408,1,0
1238755,1,0
1262822,1,1
573,1,0
195282,2,1
291432,2,1
433222,2,1
622479,2,1
1382142,2,1
1457880,2,1
1810320,2,1
578,1,0
153667,3,0
175489,3,0
193133,3,0
368069,3,0
495642,3,0
1517640,3,0
1874523,3,0
601,1,0
23385,1,1
713702,1,1
901573,1,1
1025108,1,1
1140500,1,1
1537985,1,1
1781269,1,1
694,1,1
52996,1,1
224785,1,0
386659,1,1
417209,1,1
934632,1,2
1293748,1,0
1344866,1,1
1477006,1,0
1635686,1,1
1735326,1,0
1839227,1,0
717,1,0
28654,1,2
122654,1,1
425382,1,1
1194630,1,1
1327971,1,1
1372439,1,1
1613913,1,1
826,2,0
4354,1,0
25538,2,0
48814,1,0
291483,1,0
342002,1,0
428828,1,0
493459,2,0
760272,2,0
769951,2,0
810001,2,0
1019495,1,0
1216459,2,0
1325109,2,0
1335944,1,0
1344931,1,0
835,1,0
32481,1,1
516573,1,1
576412,1,1
722095,1,1
936848,1,1
1570989,1,1
1580849,1,1
841,1,1
294819,1,0
300771,1,1
326972,1,1
418353,1,0
741161,1,1
1214176,1,1
1340120,1,1
1441443,1,1
868,1,0
17172,1,1
896573,1,1
1113922,1,1
1243646,1,1
1534023,1,1
1552406,1,1
1644696,1,1
886,4,0
298451,4,2
423176,4,1
449041,4,2
726416,4,2
1007991,3,5
1049190,4,2
1519998,4,2
1668827,4,0
1869943,3,3
951,1,0
505357,1,1
751941,1,1
1311048,1,1
1345314,1,1
1759570,1,1
1864041,1,1
1898087,1,1
966,1,0
157137,1,1
402017,1,1
557479,1,1
1047405,1,1
1322201,1,1
1555336,1,1
1651956,1,1
999,1,1
67286,1,0
124808,1,0
143663,1,0
268558,1,0
563979,1,0
607759,1,0
650433,1,0
655771,1,0
720570,1,0
819659,1,0
858703,1,0
933516,1,0
938670,1,0
1113367,1,0
1121808,1,0
1225668,1,0
1312692,1,0
1368157,1,0
1471614,1,0
1492286,1,0
1492416,1,0
1522514,1,0
1537448,1,0
1556762,1,0
1557786,1,0
1627397,1,0
1683416,1,0
1708804,1,0
1098,1,0
341410,2,0
856684,1,5
1080698,1,3
1248849,1,7
1380074,1,7
1415927,1,3
1593957,1,7
1100,1,0
1121,1,0
96182,1,1
435064,1,1
722759,1,1
1064633,1,1
1632861,1,1
1790375,1,1
1889003,1,1
1130,1,1
12234,1,0
115221,1,0
123219,1,0
665988,1,0
671195,1,0
833699,1,0
1023848,1,0
1501236,1,1
1787984,1,0
1138,1,0
46074,1,1
815104,1,1
992350,1,1
1100204,1,1
1175776,1,1
1569550,1,1
1628201,1,1
1207,1,0
264772,1,1
462258,1,1
479382,1,1
874024,1,1
1040009,1,1
1127889,1,1
1287470,1,1
1328,1,0
5679,1,1
211655,1,1
269907,1,1
859482,1,1
913083,1,1
1337154,1,1
1829523,1,1
1425,1,1
39545,1,0
54324,1,2
76726,1,0
101848,1,2
175871,1,0
274416,1,0
457370,1,2
665740,1,0
775091,1,0
781956,1,0
1140507,1,1
1229444,1,2
1356145,1,2
1407091,1,0
1408566,1,0
1649718,1,0
1494,1,1
46224,1,1
630276,1,0
657873,1,1
772955,1,1
909896,1,1
1063884,1,0
1208112,1,0
1299895,1,0
1421212,1,1
1693698,1,1
1495,1,1
134906,1,0
136480,1,0
197142,1,0
204084,1,0
254443,1,0
428180,1,0
614978,1,0
837913,1,0
1079100,1,0
1122222,1,0
1324922,1,0
1405910,1,0
1575532,1,2
1660183,1,0
1689796,1,0
1520,1,0
121990,1,1
264516,1,1
366624,1,1
373471,1,1
411505,1,1
748692,1,1
761135,1,1
1538,1,3
132408,1,0
243804,1,3
246356,1,1
291111,1,0
447918,1,0
505644,1,3
540711,1,0
579528,1,2
708185,1,3
991395,1,3
1138809,1,2
1260481,1,0
1806734,1,3
1875077,1,3
1581,1,0
42260,1,1
618157,1,1
724019,1,1
1596553,1,1
1701023,1,1
1843436,1,1
1877338,1,1
1587,1,2
33428,1,0
62259,1,0
83576,1,1
166383,1,1
1072711,3,1
1098403,1,3
1328316,1,3
1448446,1,0
1777225,1,3
1809959,1,1
1841082,1,1
1861888,1,3
1863539,1,1
1597,1,1
154604,1,0
203442,1,0
231804,1,0
367891,1,0
573017,1,0
676036,1,0
713536,1,0
754279,1,0
1055473,1,0
1204759,1,0
1421922,1,0
1666857,1,0
1907618,1,2
1621,1,0
425880,2,1
563680,2,1
691913,2,1
998517,2,1
1269730,2,1
1884975,2,1
1915645,2,1
1638,1,0
172021,1,0
550963,1,0
759597,1,0
1534116,1,0
1594998,1,0
1711516,1,0
1785610,1,0
1650,1,0
254279,1,1
482403,1,1
1177358,1,1
1213518,1,1
1274392,1,1
1708385,1,1
1771549,1,1
1651,1,1
53872,1,2
197318,1,2
246556,1,3
752399,1,0
826638,1,0
1356378,1,2
1536929,1,2
1582938,1,0
1775899,1,2
1719,1,0
226603,2,1
411526,2,1
1080800,2,1
1275594,2,1
1655621,2,1
1754434,2,1
1879170,2,1
1728,1,0
69183,3,1
223481,3,1
336445,3,1
355736,3,1
1106096,3,1
1319802,3,1
1480570,3,1
1737,1,0
119763,1,0
136507,2,1
981138,2,1
1266457,1,1
1568271,2,0
1800923,2,1
1924263,2,1
1740,1,1
174101,1,1
269438,1,0
462493,1,1
972220,1,0
1117323,1,1
1224367,1,0
1381917,1,0
1575363,1,1
1762162,1,2
1834519,1,1
1885546,1,0
1747,2,0
457884,2,0
591488,2,1
772562,2,0
971738,2,1
1480694,2,0
1606674,2,0
1713636,1,0
1856543,2,1
1751,1,1
185599,1,0
416336,1,0
421049,1,0
470019,1,0
512212,1,0
608026,1,0
803922,1,0
838571,1,0
983845,1,0
1176536,1,0
1286418,1,0
1319713,1,0
1345687,1,0
1351676,1,0
1367037,1,0
1549461,1,0
1669417,1,0
1671827,1,0
1770245,1,0
1771804,1,0
1858918,1,0
1821,1,0
379599,1,0
567078,1,0
701158,1,0
1051133,1,0
1186356,1,0
1218579,1,0
1461252,1,0
1832,1,0
192804,1,4
860315,1,1
1200179,1,6
1220661,1,6
1516911,1,6
1658887,1,6
1884090,1,6
1863,1,3
380703,1,2
430941,1,0
588302,1,6
626247,1,2
787345,1,6
1030167,1,5
1730202,1,4
1756804,1,6
1797011,1,6
1866,1,1
12857,1,0
313107,1,0
575339,1,0
1266888,1,0
1336597,1,0
1685776,1,0
1873754,1,0
1887631,1,0
1884,1,2
347909,1,3
396223,1,2
548207,1,0
715145,1,1
1097679,1,3
1383549,1,1
1645533,1,2
2002,1,0
22669,1,1
27146,1,1
497819,1,1
918886,1,1
1261588,1,1
1601901,4,1
1849499,1,1
2020,1,4
800512,1,0
864856,1,3
877542,1,2
1043410,1,4
1217740,1,4
1335050,1,4
1506600,1,3
1535342,1,4
1571285,1,4
1762665,1,4
2061,1,0
33208,1,1
204839,1,1
446204,1,2
470686,1,1
674653,1,1
1242655,1,1
1914326,1,1
2062,1,11
11389,1,10
29017,1,0
68036,1,0
327563,1,5
362225,1,13
540400,1,8
621312,1,10
678158,1,0
771595,1,0
952496,1,12
1009262,1,14
1340148,1,0
1343888,1,12
1357480,1,14
1597450,1,13
1633989,1,10
1843489,1,0
1865890,1,0
2087,1,0
321157,1,3
731202,2,0
1124256,1,7
1279445,1,7
1444025,3,0
1809837,1,5
1889019,1,2
2108,1,0
280475,1,1
430469,1,1
642212,1,1
1779202,1,1
1829369,1,0
1866064,1,1
1920945,1,1
2143,1,1
8320,1,1
19995,1,0
147672,1,1
182414,1,0
186689,1,0
336539,1,0
395326,1,0
408886,1,0
450801,1,0
502258,1,0
518122,1,0
628263,1,0
657501,1,0
718386,1,0
759076,1,0
875162,1,0
1035619,1,0
1128802,1,0
1137350,1,0
1139118,1,1
1199753,1,1
1201031,1,0
1333631,1,0
1402362,1,0
1430529,1,0
1517741,1,0
1524105,1,1
1571217,1,0
1665758,1,1
1709291,1,0
1867601,1,0
1894974,1,0
2166,1,0
496026,1,1
537201,1,1
706289,1,1
1251824,1,1
1466943,1,1
1685223,1,1
1883806,1,1
2194,1,0
56468,2,0
499950,2,0
550499,2,0
1281086,2,0
1487234,2,0
1668956,2,0
1819518,2,0
2198,1,1
133342,1,0
248782,1,4
472862,1,0
760013,1,0
1076135,1,0
1086693,1,0
1161454,1,0
1174212,1,0
1198295,1,1
1206495,1,1
1470289,1,2
1641223,1,3
1646673,1,0
1699312,1,0
1851801,1,0
2207,1,0
517214,1,1
989621,1,1
1025366,1,1
1235486,1,1
1819700,1,1
1889068,1,1
1908884,1,1
2318,1,0
135695,2,2
346953,2,2
1434984,2,0
1437158,2,2
1691815,2,3
1794481,2,0
1912426,2,0
2410,2,1
141547,2,0
536176,2,0
574958,2,0
1256165,2,0
1276293,2,0
1542248,2,0
1825174,2,0
2443,1,1
77225,1,1
212810,1,0
341510,1,1
446676,1,0
505511,1,1
585662,1,0
738581,1,0
792180,1,0
930467,1,0
1083408,1,0
1301505,1,0
1411591,1,1
1432470,1,0
1474521,1,1
1603612,1,0
1615692,1,1
1664923,1,0
1853990,1,0
2546,2,0
107884,2,0
149242,2,0
157795,2,0
622572,1,0
824446,1,0
1013611,1,0
1024436,1,0
1051660,2,0
1097729,2,0
1499300,1,0
1517053,1,0
1542473,2,1
1544843,2,0
1678612,1,0
2557,1,0
893156,2,1
1158290,2,1
1266037,2,1
1481115,2,1
1698631,2,1
1770640,2,1
1804854,2,1
2575,2,0
348435,2,0
1151239,2,0
1188703,2,0
1341342,2,0
1788663,2,0
1793503,2,0
1913251,1,0
1915498,2,0
2625,1,0
474659,1,1
555410,1,1
703990,1,1
813608,1,1
961136,1,1
989623,1,1
1721891,1,1
2645,1,0
116471,1,0
445758,1,0
1165145,1,0
1546073,1,0
1720383,1,0
1795773,1,0
1864660,1,0
2667,1,1
20416,1,1
37980,1,0
230070,1,1
483752,1,1
672669,1,0
747267,1,1
1351621,1,0
1388682,1,0
1485027,1,0
1511543,1,0
1594296,1,1
1621160,1,1
1675688,1,0
1831787,1,0
2676,1,1
167337,1,2
329364,1,1
466393,1,2
816146,1,2
819516,1,0
1149821,1,1
1554875,1,2
1587901,1,0
2775,1,0
37409,3,0
398301,3,0
685169,3,0
862052,3,0
889610,3,0
1345726,3,0
1686540,3,0
2777,1,0
554562,1,1
909043,1,1
1255494,1,1
1304073,1,1
1501722,1,1
1554886,1,1
1813016,1,1
2838,1,0
33186,1,1
342784,1,1
419501,1,1
474276,1,1
480432,1,1
962661,1,1
1195789,1,1
2871,1,0
12914,1,1
263892,1,1
416597,1,1
634991,1,1
974684,1,1
1295947,1,1
1315640,1,1
2942,2,0
82024,1,0
131167,1,0
245226,1,0
263134,2,2
368671,1,1
376626,1,0
579827,1,0
987888,1,0
1028913,1,0
1030983,2,1
1159713,1,0
1207568,1,0
1274916,1,0
1305209,2,0
1385723,1,0
1407484,2,1
1410631,2,0
1762943,2,1
1920064,2,1
2956,1,0
225644,1,2
302481,1,1
582142,1,1
816766,1,1
1507496,1,1
1574796,1,1
1877977,1,2
2969,1,0
97938,3,1
156031,3,3
192308,3,3
258818,3,1
839857,3,1
840341,3,1
1212062,3,1
2995,1,0
132278,1,1
934603,1,1
946487,1,1
1320621,1,1
1417822,1,1
1511186,1,1
1908317,1,1
3085,1,1
40866,1,0
303169,1,1
395137,1,1
397069,1,1
455429,1,0
550512,1,0
648358,1,0
672354,1,1
929885,1,1
970681,1,0
1100622,1,1
1164263,1,0
3093,1,0
218712,2,1
309406,2,1
616437,2,1
789361,2,1
1031257,2,2
1413459,2,1
1925877,2,1
3122,1,0
397726,1,1
1123222,1,1
1197372,1,0
1207341,1,1
1501251,1,0
1518857,1,1
1833036,1,1
3136,1,0
206872,3,0
280582,4,1
734912,4,1
939207,4,1
990972,4,1
1328052,4,1
1491806,4,1
3163,1,0
107637,3,1
