83974,1000083
750561,1000083
1000083,750561
1000083,83974
1000083,1342225
1342225,1000083
916217,1001128
1001128,1199929
1001128,1561680
1001128,916217
1199929,1001128
1561680,1001128
100184,1365996
100184,556413
100184,585289
556413,100184
585289,100184
1365996,100184
100645,385382
100645,951402
100645,691223
385382,100645
691223,100645
951402,100645
118954,1007309
118954,1072963
118954,721989
721989,118954
781072,1007309
1007309,781072
1007309,1072963
1007309,118954
1072963,1007309
1072963,118954
1072963,1619975
1619975,1072963
626522,1013977
1013977,1571332
1013977,1028979
1013977,626522
1028979,1013977
1571332,1013977
548084,1016032
1016032,548084
1016032,1045601
1045601,1016032
39303,1016455
941282,1016455
1016455,941282
1016455,1199829
1016455,39303
1199829,1016455
575999,1016533
1016533,575999
1016533,1366915
1016533,1486674
1366915,1016533
1486674,1016533
119715,1019907
897250,1019907
1019907,897250
1019907,1731383
1019907,119715
1731383,1019907
638160,1020554
986896,1020554
1020554,638160
1020554,1149169
1020554,986896
1149169,1020554
360828,1028518
1028518,1091453
1028518,1301578
1028518,360828
1091453,1028518
1301578,1028518
149097,1036316
1036316,149097
1036316,1852128
1036316,1434443
1434443,1036316
1852128,1036316
335763,1039988
1039988,1304196
1039988,1067365
1039988,335763
1067365,1039988
1304196,1039988
741322,1041163
1041163,1072891
1041163,1413020
1041163,741322
1072891,1041163
1413020,1041163
795511,1043980
1043980,1696556
1043980,1731536
1043980,795511
1696556,1043980
1731536,1043980
268865,1044879
1040763,1044879
1044879,268865
1044879,1040763
1044879,1871427
1871427,1044879
1045866,1186991
1045866,1589503
1045866,1843943
1186991,1045866
1589503,1045866
1843943,1045866
49904,1047209
1047209,1111088
1047209,49904
1047209,1899504
1111088,1047209
1899504,1047209
530654,1048267
558570,1048267
819531,1048267
1048267,819531
1048267,530654
1048267,558570
1051246,1620475
1051246,1671929
1051246,1849826
1620475,1051246
1671929,1051246
1849826,1051246
773805,1052144
1052144,1307013
1052144,773805
1307013,1052144
676821,1054132
838367,1054132
1054132,676821
1054132,838367
613631,1634619
613631,1061864
1061864,1807981
1061864,613631
1634619,613631
1807981,1061864
242371,1062895
652887,1062895
688111,1062895
1062895,242371
1062895,652887
1062895,688111
1064259,1346571
1346571,1064259
493021,1065731
1006470,1065731
1065731,493021
1065731,1732875
1065731,1006470
1732875,1065731
429428,1067224
637891,1067224
1067224,637891
1067224,429428
1067224,1776481
1776481,1067224
314846,1067521
410483,1067521
1067521,410483
1067521,314846
1067521,1494441
1494441,1067521
1068625,1713391
1068625,1367919
1068625,1211912
1211912,1068625
1367919,1068625
1713391,1068625
386210,1069469
520615,1069469
631707,1069469
1069469,631707
1069469,520615
1069469,386210
154626,1069679
166109,1069679
256679,1069679
1069679,256679
1069679,154626
1069679,166109
801802,1069793
1069793,801802
1069793,1617388
1069793,1785334
1617388,1069793
1785334,1069793
904248,1071088
1071088,1161813
1071088,904248
1071088,1716692
1161813,1071088
1716692,1071088
642762,1073255
696165,1073255
696165,899947
696165,1266649
899947,696165
929869,1073255
1073255,929869
1073255,642762
1073255,696165
1266649,696165
750889,1075836
771605,1075836
965725,1075836
1075836,965725
1075836,771605
1075836,750889
1075907,1668005
1668005,1075907
420688,1076015
1076015,420688
1076015,1699693
1076015,1820968
1699693,1076015
1820968,1076015
67835,1077030
131140,1077030
670786,1077030
1077030,131140
1077030,67835
1077030,670786
722479,1080755
1080755,722479
1080755,1718111
1718111,1080755
200343,1081011
942563,1081011
1081011,942563
1081011,1293601
1081011,200343
1293601,1081011
448991,1081692
1081692,1120103
1081692,1554770
1081692,448991
1120103,1081692
1554770,1081692
55914,108309
108309,713921
108309,55914
108309,410483
410483,108309
713921,108309
53676,1084431
464233,1084431
1084431,53676
1084431,464233
1084431,1557159
1557159,1084431
646287,1086707
683423,1086707
1086707,683423
1086707,646287
1086707,1804267
1804267,1086707
867476,1092324
1092324,1614276
1092324,867476
1092324,1754199
1614276,1092324
1754199,1092324
213953,1092964
1007991,1092964
1092964,1007991
1092964,213953
1092964,1921750
1921750,1092964
53787,1096326
322807,1096326
1096326,53787
1096326,1504885
1096326,322807
1504885,1096326
626919,1100186
1100186,626919
1100186,1388485
1100186,1568237
1388485,1100186
1568237,1100186
782661,1102162
1018471,1102162
1102162,1018471
1102162,782661
1102162,1767940
1767940,1102162
137514,1015803
531201,1103943
1015803,137514
1015803,1103943
1015803,1664410
1103943,1015803
1103943,531201
1103943,1465615
1465615,1103943
1664410,1015803
226830,1104062
483215,1104062
1104062,483215
1104062,226830
1104062,1380237
1380237,1104062
154610,1109866
673346,1109866
1109866,154610
1109866,673346
1109866,1542610
1542610,1109866
420919,1111340
972135,1111340
1111340,972135
1111340,1337353
1111340,420919
1337353,1111340
29954,1111569
460182,1111569
1111569,460182
1111569,1647557
1111569,29954
1647557,1111569
533481,1117095
1117095,533481
1117095,1581879
1117095,1452506
1452506,1117095
1581879,1117095
314802,1118865
1118865,1545971
1118865,314802
1118865,1845377
1545971,1118865
1845377,1118865
296483,1120233
328793,1120233
455626,1120233
1120233,296483
1120233,328793
1120233,455626
26153,1121012
1121012,1128502
1121012,1517449
1121012,26153
1128502,1121012
1517449,1121012
196987,1121603
297042,1121603
1121603,297042
1121603,196987
1121603,1585895
1585895,1121603
822925,1122497
1122497,1129024
1122497,1424907
1122497,822925
1129024,1122497
1424907,1122497
136592,1122952
949976,1122952
1122952,949976
1122952,136592
1122952,1915562
1915562,1122952
380315,1126216
700887,1126216
1126216,1303157
1126216,700887
1126216,380315
1303157,1126216
203459,1126773
898286,1126773
1126773,898286
1126773,203459
1126773,1274317
1274317,1126773
173715,1128902
456065,1128902
1007542,1128902
1128902,173715
1128902,1007542
1128902,456065
296845,1130385
1130385,1153307
1130385,296845
1130385,1562999
1153307,1130385
1562999,1130385
793165,1131165
911073,1131165
1131165,911073
1131165,1798159
1131165,793165
1798159,1131165
483052,1132900
1121584,1132900
1132900,1121584
1132900,1136244
1132900,483052
1136244,1132900
19003,1134679
108520,1134679
618178,1134679
1134679,19003
1134679,618178
1134679,108520
424556,1136879
1136879,1180836
1136879,1728884
1136879,424556
1180836,1136879
1728884,1136879
155,1137897
1137897,1268288
1137897,1655559
1137897,155
1268288,1137897
1655559,1137897
117295,1140673
1140673,117295
1140673,1639388
1140673,1773342
1639388,1140673
1773342,1140673
60696,1142120
298628,1142120
1142120,60696
1142120,298628
1142120,1142173
1142173,1142120
111826,1143813
1143813,1709459
1143813,111826
1709459,1143813
131260,1144669
597316,1144669
1137313,1144669
1144669,597316
1144669,1137313
1144669,131260
688865,1147050
1147050,1295316
1147050,1374141
1147050,688865
1295316,1147050
1374141,1147050
73251,1150289
1007991,1150289
1069728,1150289
1150289,73251
1150289,1069728
1150289,1007991
675850,1150601
725368,1150601
1150601,1536858
1150601,675850
1150601,725368
1536858,1150601
258847,1151229
325083,1151229
1151229,1234679
1151229,258847
1151229,325083
1234679,1151229
555391,1155542
699532,1155542
1155542,699532
1155542,555391
1155542,1777602
1777602,1155542
286319,1157686
357114,430029
430029,1157686
430029,357114
430029,1921379
1157686,1169554
1157686,286319
1157686,430029
1169554,1157686
1921379,430029
565527,1158283
1158283,1220981
1158283,1166013
1158283,565527
1166013,1158283
1220981,1158283
178779,1173491
410483,1173491
1173491,178779
1173491,410483
1173491,1334102
1334102,1173491
97275,1174914
204540,1174914
1094621,1174914
1174914,1094621
1174914,97275
1174914,204540
1095621,1178000
1126981,1178000
1178000,1126981
1178000,1589608
1178000,1095621
1589608,1178000
952149,1185463
1091387,1185463
1185463,952149
1185463,1491155
1185463,1091387
1491155,1185463
1025988,1190347
1190347,1025988
1190347,1295384
1190347,1921171
1295384,1190347
1921171,1190347
81367,598458
81367,1191906
81367,496767
496767,81367
598458,81367
1137602,1191906
1191906,81367
1191906,1137602
1191906,1752490
1752490,1191906
188625,1192732
1192732,1321866
1192732,1300940
1192732,188625
1300940,1192732
1321866,1192732
133868,1197464
1197464,133868
1197464,1347451
1347451,1197464
497266,1199794
835901,1199794
867975,1199794
1199794,867975
1199794,497266
1199794,835901
126904,1201898
632412,1201898
1201898,1490186
1201898,126904
1201898,632412
1490186,1201898
299810,1202634
1202634,1400630
1202634,299810
1400630,1202634
733677,1205177
990435,1205177
1205177,733677
1205177,990435
1205177,1921316
1921316,1205177
478469,1208767
491237,1208767
1208767,478469
1208767,491237
1208767,1714044
1714044,1208767
183460,1213556
1173981,1213556
1213556,183460
1213556,1173981
1213556,1786225
1786225,1213556
228460,1214958
228460,748936
228460,1678850
312420,1214958
748936,228460
748936,1214958
1214958,748936
1214958,228460
1214958,312420
1678850,228460
121592,410483
121592,448708
121592,277083
277083,121592
410483,121592
448708,121592
806361,1217710
1114488,1217710
1217710,1114488
1217710,806361
1217710,1226844
1226844,1217710
52786,1219367
1049937,1219367
1219367,1334881
1219367,52786
1219367,1049937
1334881,1219367
71552,1222863
190914,1222863
852158,1222863
1222863,71552
1222863,852158
1222863,190914
786275,1224332
1144821,1224332
1224332,1144821
1224332,1587594
1224332,786275
1587594,1224332
8678,1225008
311973,1225008
1071030,1225008
1225008,311973
1225008,8678
1225008,1071030
145218,1225129
681043,1225129
1225129,681043
1225129,145218
1225129,1588731
1588731,1225129
16600,122724
122724,1454640
122724,1751786
122724,16600
1454640,122724
1751786,122724
148732,1227583
1227583,1519165
1227583,1827850
1227583,148732
1519165,1227583
1827850,1227583
555391,1229045
930055,1229045
1229045,930055
1229045,555391
1229045,1309256
1309256,1229045
85551,1235535
1186991,1235535
1235535,85551
1235535,1186991
1235535,1683300
1683300,1235535
1150285,1235939
1235939,1150285
1235939,1745909
1235939,1904175
1745909,1235939
1904175,1235939
248571,1239196
944555,1239196
1239196,944555
1239196,1356869
1239196,248571
1356869,1239196
161717,1240546
693101,1240546
1240546,693101
1240546,1360920
1240546,161717
1360920,1240546
1244199,1760425
1244199,1855276
1244199,1880870
1760425,1244199
1855276,1244199
1880870,1244199
124510,870858
