99998,803382
99998,1716821
803382,99998
1716821,99998
148210,999834
606125,999834
606125,1526069
999834,148210
999834,606125
1477673,1526069
1526069,606125
1526069,1477673
111936,918416
135451,999937
918416,111936
918416,999937
999937,135451
999937,918416
37613,99935
37613,376768
99935,37613
99935,494400
376768,37613
376768,1621833
494400,99935
944025,1621833
1621833,376768
1621833,944025
882337,998832
882337,1465460
917484,998832
917484,1830005
998832,882337
998832,917484
1465460,882337
1692536,1917153
1830005,917484
1830005,1917153
1917153,1692536
1917153,1830005
58978,1831969
198193,812545
198193,1503032
262609,812545
262609,824062
342171,598726
342171,1233421
378179,549923
378179,804200
549923,378179
549923,1503032
598726,342171
598726,804200
804200,378179
804200,598726
812545,198193
812545,262609
824062,262609
824062,1831969
1233421,342171
1503032,198193
1503032,549923
1831969,58978
1831969,824062
56470,1062162
56470,1294557
391857,458592
391857,779895
458592,391857
458592,542314
504027,957982
504027,1747352
542314,458592
737330,1294557
779895,391857
779895,1747352
957982,504027
957982,1062162
1062162,56470
1062162,957982
1294557,56470
1294557,737330
1747352,504027
1747352,779895
605559,731142
605559,1252006
610691,991039
610691,1578111
661569,991039
731142,605559
731142,1578111
906266,1252006
906266,1317184
991039,610691
991039,661569
1252006,605559
1252006,906266
1317184,906266
1578111,610691
1578111,731142
350254,977942
350254,1606908
575430,860994
692965,1143007
692965,1606908
860994,575430
860994,884142
884142,860994
884142,1421424
977942,350254
977942,995812
995812,977942
1143007,692965
1143007,1421424
1421424,884142
1421424,1143007
1606908,350254
1606908,692965
193572,985075
193572,1719822
839457,1847364
898163,985075
898163,1636663
985075,193572
985075,898163
1438471,1636663
1438471,1847364
1636663,898163
1636663,1438471
1719822,193572
1847364,839457
1847364,1438471
162128,1233421
162128,1563520
524080,1563520
524080,1642362
719213,754470
719213,1174369
754470,719213
754470,1338116
1031347,1174369
1031347,1558589
1174369,719213
1174369,1031347
1233421,162128
1338116,754470
1558589,1031347
1558589,1671436
1563520,162128
1563520,524080
1602779,1671436
1602779,1698909
1642362,524080
1642362,1698909
1671436,1558589
1671436,1602779
1698909,1602779
1698909,1642362
232638,886784
232638,1009832
264013,1894939
293959,484741
293959,602303
484741,293959
484741,1009832
602303,293959
602303,1399445
664965,886784
664965,1724735
886784,232638
886784,664965
1009832,232638
1009832,484741
1298336,1724735
1298336,1894939
1399445,602303
1724735,664965
1724735,1298336
1894939,264013
1894939,1298336
99121,323433
99121,479537
195755,816324
195755,1794418
248287,599613
248287,1127554
323433,99121
323433,337938
337938,323433
424387,987789
424387,1794418
479537,99121
479537,987789
547441,816324
547441,1311306
599613,248287
599613,762789
762789,599613
816324,195755
816324,547441
987789,424387
987789,479537
1127554,248287
1127554,1311306
1311306,547441
1311306,1127554
1794418,195755
1794418,424387
14191,568563
14191,1859878
189986,272693
189986,678311
272693,189986
272693,568563
310209,896675
310209,1014171
369961,488575
369961,1230912
488575,369961
488575,1797073
568563,14191
568563,272693
592806,648480
592806,1859878
648480,592806
648480,1014171
678311,189986
896675,310209
896675,1797073
1014171,310209
1014171,648480
1230912,369961
1230912,1399564
1399564,1230912
1797073,488575
1797073,896675
1859878,14191
1859878,592806
