13292,92400
13292,148848
13292,435573
13292,699076
13292,1375244
13292,1449761
13292,1695036
13292,1845295
92400,13292
92400,895587
92400,1040827
92400,699076
92400,148848
92400,435573
92400,1375244
92400,1449761
92400,1695036
92400,1845295
148848,13292
148848,895587
148848,1040827
148848,92400
148848,435573
148848,1375244
148848,1449761
148848,1695036
148848,1845295
435573,13292
435573,895587
435573,1040827
435573,699076
435573,92400
435573,148848
435573,1375244
435573,1449761
435573,1695036
435573,1845295
699076,13292
699076,895587
699076,1040827
699076,92400
699076,435573
699076,1375244
699076,1449761
699076,1695036
699076,1845295
1375244,13292
1375244,895587
1375244,1040827
1375244,435573
1375244,699076
1375244,92400
1375244,148848
1375244,1449761
1375244,1695036
1375244,1845295
1449761,13292
1449761,895587
1449761,1040827
1449761,435573
1449761,699076
1449761,92400
1449761,148848
1449761,1375244
1449761,1695036
1449761,1845295
1695036,13292
1695036,895587
1695036,1040827
1695036,435573
1695036,699076
1695036,92400
1695036,148848
1695036,1375244
1695036,1449761
1695036,1845295
1845295,13292
1845295,895587
1845295,1040827
1845295,435573
1845295,699076
1845295,92400
1845295,148848
1845295,1375244
1845295,1449761
1845295,1695036
895587,92400
895587,148848
895587,435573
895587,699076
895587,1375244
895587,1449761
895587,1695036
895587,1845295
1040827,92400
1040827,148848
1040827,435573
1040827,699076
1040827,1375244
1040827,1449761
1040827,1695036
1040827,1845295
