4373,52020,1,4373,0
4373,92725,1,4373,0
4373,122674,1,4373,0
4373,506799,1,4373,0
4373,522131,1,4373,0
4373,540425,1,4373,0
4373,558920,1,4373,0
4373,862820,1,4373,0
4373,960456,1,4373,0
4373,1526096,1,4373,0
4373,1589859,1,4373,0
4627,369390,1,4627,0
4627,704515,1,4627,0
4627,829375,1,4627,0
4627,944968,1,4627,0
4627,464403,1,4627,1
4627,475761,1,4627,1
4627,867810,1,4627,1
4627,913316,1,4627,1
4627,677963,1,4627,1
4627,1035011,1,4627,1
4627,1260090,1,4627,1
4627,1729056,1,4627,1
4627,1910946,1,4627,1
7954,121174,1,7954,0
7954,392914,1,7954,0
7954,1115404,1,7954,0
7954,1477645,1,7954,0
7954,1618597,1,7954,0
7954,536311,1,7954,1
7954,541431,1,7954,1
7954,598105,1,7954,1
7954,740104,1,7954,1
7954,886677,1,7954,1
7954,357849,1,7954,1
7954,1167884,1,7954,1
7954,484564,1,7954,1
7954,518390,1,7954,1
7954,1804740,1,7954,1
11700,151770,1,11700,0
11700,344594,1,11700,0
11700,349862,1,11700,0
11700,546455,1,11700,0
11700,895488,1,11700,0
11700,1163135,1,11700,0
11700,1252730,1,11700,0
11700,1619362,1,11700,0
11700,1632599,1,11700,0
11700,1737199,1,11700,0
11700,1891571,1,11700,0
13632,155736,1,13632,0
13632,231159,1,13632,0
13632,719811,1,13632,0
13632,728995,1,13632,0
13632,1182699,1,13632,0
13632,1680726,1,13632,0
13632,351475,1,13632,1
13632,819655,1,13632,1
13632,1120493,1,13632,1
13632,561621,1,13632,1
13632,1331591,1,13632,1
13632,1661313,1,13632,1
13632,182270,1,13632,1
13632,1822480,1,13632,1
14832,298134,1,14832,0
14832,362720,1,14832,0
14832,437249,1,14832,0
14832,990709,1,14832,0
14832,1095040,1,14832,0
14832,1200974,1,14832,0
14832,1269728,1,14832,0
14832,1654542,1,14832,0
14832,1715299,1,14832,0
14832,1815433,1,14832,0
14832,1881606,1,14832,0
16455,34816,1,16455,0
16455,362660,1,16455,0
16455,613182,1,16455,0
16455,667408,1,16455,0
16455,894743,1,16455,0
16455,990391,1,16455,0
16455,1124843,1,16455,0
16455,1316594,1,16455,0
16455,1348785,1,16455,0
16455,1378935,1,16455,0
16455,1422375,1,16455,0
16455,1567409,1,16455,0
16455,1727163,1,16455,0
16455,1733072,1,16455,0
16455,1753195,1,16455,0
16455,1843767,1,16455,0
16455,836880,1,16455,1
16455,1427037,1,16455,1
16455,1437394,1,16455,1
16455,1155888,1,16455,1
16455,1610014,1,16455,1
16455,334659,1,16455,1
16455,685759,1,16455,1
